,age,workclass,fnlwgt,education-num,marital status,occupation,relationship,race,sex,hours/week,native country
24764,4,3,1,14,1,4,2,5,1,5,39
24765,5,2,2,13,3,10,1,5,2,7,39
24766,3,3,2,3,5,7,5,5,1,4,26
24767,4,3,2,14,5,4,2,5,2,4,39
24768,6,3,3,10,3,12,1,5,2,5,39
24769,4,3,2,12,5,1,2,5,1,4,39
24770,1,3,2,10,5,8,4,5,1,2,39
24771,2,3,2,13,3,3,1,5,2,6,39
24772,7,3,1,14,5,10,3,5,1,1,39
24773,1,3,3,9,5,1,5,5,1,4,11
24774,2,3,1,9,1,14,2,5,2,4,39
24775,3,3,2,13,3,13,1,5,2,4,39
24776,4,3,1,10,1,7,2,5,2,4,39
24777,4,5,1,11,3,3,1,2,2,4,39
24778,1,3,2,13,5,4,5,5,2,4,39
24779,2,2,2,14,3,10,1,5,2,10,39
24780,3,5,3,7,3,3,1,5,2,4,39
24781,2,5,1,10,1,3,2,5,2,4,39
24782,3,3,1,9,1,3,4,5,2,2,39
24783,4,3,1,9,4,1,4,5,1,4,39
24784,1,3,2,7,5,8,4,5,1,2,39
24785,7,3,1,9,3,1,1,3,2,4,39
24786,1,6,2,9,5,14,4,5,2,4,39
24787,5,2,1,14,3,4,1,5,2,7,39
24788,5,3,1,14,3,12,1,5,2,5,39
24789,5,5,2,6,3,5,1,5,2,4,39
24790,3,3,2,9,6,1,4,5,1,4,39
24791,6,3,1,9,1,14,2,5,2,6,39
24792,4,3,1,10,3,1,1,5,2,4,39
24793,1,3,2,13,5,12,2,5,1,4,39
24794,2,3,3,6,5,5,3,5,2,4,26
24795,1,3,5,9,5,3,4,5,2,4,8
24796,3,3,1,2,5,8,5,5,1,5,8
24797,7,3,2,9,3,12,6,5,1,2,39
24798,5,3,3,11,7,10,5,2,1,4,39
24799,7,3,1,10,7,1,2,5,1,4,39
24800,2,3,1,9,5,1,4,5,1,1,39
24801,4,4,1,10,1,4,5,5,2,10,39
24802,4,3,1,9,3,8,6,3,1,4,39
24803,6,3,2,12,3,3,1,5,2,4,5
24804,1,3,1,13,5,4,4,5,1,7,39
24805,2,3,1,9,5,8,2,5,1,5,39
24806,4,3,3,7,1,3,2,5,2,4,39
24807,2,3,1,9,5,4,2,3,2,4,39
24808,3,1,2,9,3,3,1,5,2,4,39
24809,3,3,2,9,1,13,2,5,1,4,39
24810,4,3,1,9,1,7,5,5,2,4,39
24811,2,3,5,7,3,6,1,5,2,4,39
24812,7,3,1,3,3,5,1,2,2,4,30
24813,1,3,1,6,5,12,3,5,2,3,39
24814,6,3,2,10,1,1,2,3,1,6,39
24815,8,4,1,14,3,4,1,5,2,4,39
24816,3,3,2,13,3,10,1,5,2,5,39
24817,3,3,2,13,6,12,2,5,2,5,39
24818,1,3,3,9,5,6,4,5,2,4,39
24819,7,1,3,10,3,1,6,5,1,4,39
24820,4,3,2,9,3,1,6,5,1,4,39
24821,4,3,2,4,3,3,1,5,2,4,8
24822,5,2,2,14,3,1,1,5,2,4,39
24823,4,3,1,16,5,10,2,5,2,5,39
24824,3,3,2,3,5,1,3,5,1,4,26
24825,4,3,1,13,3,13,1,5,2,7,39
24826,1,3,1,5,5,7,4,5,2,2,39
24827,3,3,1,9,1,3,2,5,2,4,39
24828,3,2,1,12,6,1,5,5,1,4,39
24829,5,6,2,9,3,6,1,5,2,4,39
24830,5,3,1,15,1,10,5,5,1,3,39
24831,2,3,1,13,5,12,3,5,2,4,39
24832,2,3,2,12,5,1,2,5,1,1,39
24833,3,6,2,9,3,3,1,5,2,4,39
24834,2,3,1,5,5,7,2,5,2,4,39
24835,6,3,1,10,3,12,1,5,2,5,39
24836,3,2,1,10,6,1,4,3,2,4,39
24837,2,3,2,13,3,10,1,5,2,4,39
24838,1,2,1,6,5,8,4,5,2,3,39
24839,1,3,1,10,5,12,4,3,1,2,39
24840,1,3,2,9,3,8,4,3,2,4,39
24841,5,3,1,9,3,3,1,5,2,5,8
24842,3,5,1,10,3,8,6,5,1,4,39
24843,2,3,1,13,5,4,4,5,1,7,39
24844,5,5,1,16,5,10,2,5,2,8,39
24845,4,3,1,10,3,12,1,5,2,5,39
24846,3,3,1,11,3,12,1,5,2,6,39
24847,4,3,1,12,5,3,4,5,2,4,39
24848,3,3,3,13,5,10,2,5,2,4,39
24849,5,3,1,9,3,4,1,5,2,4,39
24850,2,3,3,7,3,3,1,5,2,4,39
24851,5,3,2,10,3,13,6,5,1,4,39
24852,7,2,2,11,1,1,2,3,1,4,39
24853,3,3,2,3,3,7,1,5,2,4,26
24854,1,3,3,13,5,13,2,5,2,4,39
24855,4,3,1,9,3,7,1,5,2,4,39
24856,3,1,2,10,5,1,4,5,2,4,39
24857,4,3,2,10,3,7,1,5,2,4,39
24858,5,5,1,13,3,12,1,5,2,4,39
24859,2,3,2,10,3,4,6,3,1,4,39
24860,3,3,1,12,1,8,5,5,1,5,39
24861,5,3,2,9,3,3,1,5,2,5,39
24862,2,3,1,9,5,8,2,5,2,4,33
24863,2,3,2,11,3,13,1,5,2,4,39
24864,3,3,1,11,3,4,6,5,1,5,39
24865,4,3,3,13,4,14,2,5,2,7,39
24866,5,3,2,9,3,14,1,3,2,4,39
24867,3,3,2,9,1,1,4,5,2,4,39
24868,4,4,3,9,1,3,2,5,2,7,32
24869,2,3,1,13,5,7,2,5,2,5,39
24870,4,3,3,9,6,6,2,3,2,4,39
24871,4,3,1,9,1,3,2,5,2,4,39
24872,3,5,2,9,1,12,4,5,2,7,39
24873,2,3,2,13,5,12,2,3,1,5,39
24874,1,3,3,7,5,3,5,5,2,4,39
24875,5,3,1,14,3,4,1,5,2,6,39
24876,7,3,2,13,3,10,1,5,2,10,39
24877,2,3,1,9,5,7,4,5,2,4,39
24878,5,3,1,9,3,6,1,5,2,4,39
24879,5,4,1,7,7,4,2,5,1,3,39
24880,5,5,1,13,3,4,1,2,2,4,24
24881,3,4,1,12,6,4,5,5,2,5,39
24882,1,3,2,7,5,8,4,5,1,1,39
24883,5,3,3,11,3,3,1,5,2,4,39
24884,1,1,1,7,5,1,2,3,1,4,39
24885,4,3,2,10,1,3,5,3,2,4,39
24886,2,1,2,13,5,13,2,3,1,4,39
24887,3,3,2,12,1,3,2,5,2,4,39
24888,5,3,1,9,3,14,1,5,2,4,39
24889,2,2,1,13,1,10,2,5,2,4,39
24890,4,3,2,10,3,10,1,5,2,4,39
24891,4,3,1,5,5,14,2,5,2,5,39
24892,1,3,2,10,5,7,4,5,2,4,39
24893,3,6,3,13,3,11,1,5,2,4,39
24894,1,6,2,13,5,1,4,5,2,4,39
24895,2,3,1,13,5,12,4,2,2,4,40
24896,4,3,2,9,3,3,1,2,2,4,36
24897,4,3,4,13,3,10,1,5,2,4,39
24898,1,3,2,8,5,12,4,5,2,2,39
24899,2,2,2,13,3,10,1,5,2,7,11
24900,3,3,1,9,3,12,1,5,2,5,39
24901,3,3,2,6,3,3,1,5,2,4,39
24902,3,3,2,9,1,3,5,5,2,5,39
24903,5,6,2,15,3,10,1,5,2,5,39
24904,3,4,2,15,3,10,1,5,2,9,39
24905,7,1,2,9,7,8,5,5,2,4,39
24906,5,3,3,9,3,3,1,5,2,4,39
24907,5,5,1,13,3,4,1,5,2,4,39
24908,4,3,1,16,1,10,2,5,2,5,39
24909,1,3,2,6,6,8,5,5,1,4,39
24910,2,3,2,13,3,4,1,5,2,5,39
24911,7,3,2,10,1,8,2,5,1,4,39
24912,2,2,1,10,5,1,2,3,1,4,39
24913,5,4,2,9,3,10,1,5,2,4,11
24914,2,3,2,2,3,10,1,5,2,5,39
24915,1,3,2,5,5,12,3,4,1,4,26
24916,3,4,3,10,3,12,1,5,2,5,39
24917,4,3,1,10,7,4,2,1,1,4,39
24918,9,3,1,3,3,14,1,2,2,4,39
24919,6,3,1,11,3,4,1,5,2,4,39
24920,2,2,1,13,5,1,4,2,1,5,39
24921,2,3,1,9,3,10,1,5,2,4,39
24922,4,3,1,13,3,3,1,5,2,4,39
24923,2,3,1,13,5,10,2,3,1,5,39
24924,2,3,2,9,5,12,4,5,1,4,39
24925,7,2,2,16,3,10,1,3,2,4,23
24926,1,3,1,9,5,3,4,3,2,4,39
24927,2,3,2,10,5,13,4,5,2,4,39
24928,3,4,1,13,3,12,1,5,2,4,39
24929,2,2,1,9,3,3,1,5,2,4,39
24930,5,3,1,7,3,7,1,5,2,4,39
24931,1,6,1,13,5,10,2,5,2,4,39
24932,1,3,2,10,5,13,4,5,1,4,39
24933,2,3,2,9,5,4,2,5,1,4,39
24934,2,2,2,7,1,8,5,3,1,2,39
24935,2,3,2,13,5,8,4,5,2,4,39
24936,4,1,2,13,5,4,2,5,2,4,39
24937,1,3,1,10,5,12,4,5,1,4,39
24938,5,3,3,15,3,10,1,5,2,5,39
24939,2,3,2,3,3,5,1,5,2,4,26
24940,3,3,3,13,3,10,1,3,2,4,39
24941,1,3,2,9,5,12,4,5,1,1,39
24942,4,3,1,13,3,10,1,5,2,5,39
24943,2,1,3,14,3,10,1,5,2,4,39
24944,2,3,1,9,3,1,1,3,2,4,39
24945,2,3,1,10,5,4,4,5,2,4,39
24946,1,1,1,9,5,1,4,5,2,4,39
24947,1,2,3,10,5,13,2,5,2,5,39
24948,5,3,2,7,1,8,2,5,1,4,39
24949,4,4,2,15,3,10,1,5,2,7,39
24950,3,3,2,10,3,12,1,5,2,5,39
24951,3,1,4,13,3,4,1,5,2,4,39
24952,5,3,1,6,3,3,1,5,2,4,39
24953,4,3,2,10,3,4,1,5,2,4,39
24954,7,2,1,13,3,10,6,5,1,4,39
24955,4,2,2,14,3,10,1,5,2,5,39
24956,3,2,1,9,1,3,5,5,2,4,39
24957,1,3,1,10,5,6,2,5,1,3,39
24958,5,3,1,9,3,3,1,5,2,5,39
24959,2,3,1,7,1,4,5,5,1,4,39
24960,4,3,3,10,1,8,5,5,1,4,39
24961,2,3,1,9,3,14,1,5,2,4,39
24962,2,6,1,14,1,4,5,5,1,5,39
24963,6,3,2,9,3,12,6,5,1,2,39
24964,5,5,1,4,3,12,1,5,2,4,39
24965,5,3,1,8,3,3,1,5,2,4,39
24966,4,3,2,9,7,1,5,5,1,5,39
24967,3,3,2,10,5,3,2,3,2,4,39
24968,2,3,4,13,5,10,2,5,1,3,39
24969,4,3,2,12,1,4,2,5,1,4,39
24970,3,6,4,14,5,10,2,5,2,1,39
24971,4,3,1,13,3,14,1,5,2,6,39
24972,5,3,2,9,1,1,2,5,1,3,39
24973,1,3,1,6,5,12,4,5,1,2,39
24974,5,3,2,11,3,10,6,5,1,4,39
24975,7,3,1,10,3,1,6,5,1,4,39
24976,1,2,3,9,5,6,4,3,2,4,39
24977,1,3,1,7,5,6,4,5,2,2,39
24978,5,4,1,15,3,10,1,5,2,7,39
24979,2,3,1,9,3,8,1,5,2,5,39
24980,1,6,1,10,5,10,4,5,2,1,39
24981,1,3,2,8,5,8,4,5,1,2,39
24982,3,3,2,9,3,8,1,5,2,4,39
24983,3,2,1,11,1,11,4,2,2,4,39
24984,5,3,2,9,3,3,1,5,2,5,39
24985,5,3,1,9,3,3,1,5,2,5,39
24986,7,3,1,14,3,10,1,5,2,5,39
24987,1,3,2,9,5,7,4,5,1,4,39
24988,8,3,1,10,3,1,6,5,1,4,39
24989,5,3,2,9,1,10,2,5,1,5,39
24990,6,3,3,10,3,10,1,5,2,4,39
24991,4,3,1,9,3,3,1,5,2,4,39
24992,3,5,1,13,3,4,1,5,2,5,39
24993,4,3,1,4,3,3,1,4,2,4,39
24994,3,3,1,10,3,3,1,5,2,4,39
24995,3,6,1,13,3,4,1,5,2,5,39
24996,3,6,2,9,3,3,1,5,2,4,39
24997,5,5,1,10,3,3,1,5,2,4,39
24998,1,3,3,11,5,1,2,5,1,4,39
24999,2,6,1,13,5,10,4,3,1,4,39
25000,3,3,2,11,3,7,1,5,2,5,39
25001,2,3,1,9,3,7,1,5,2,5,39
25002,3,3,2,2,3,3,2,5,2,4,26
25003,6,3,2,9,1,7,2,5,2,4,39
25004,1,3,2,13,5,1,4,5,2,2,39
25005,6,6,2,11,7,8,2,3,1,4,39
25006,3,3,2,7,6,8,5,5,2,2,39
25007,4,3,1,11,1,1,2,5,1,4,39
25008,2,3,1,9,3,7,1,2,2,4,40
25009,4,4,2,10,3,4,1,5,2,8,39
25010,3,6,2,14,5,1,2,5,1,4,39
25011,3,3,1,9,3,3,1,5,2,5,39
25012,3,3,2,11,1,8,5,3,1,4,39
25013,7,3,1,11,3,3,1,2,2,4,39
25014,4,6,1,14,1,4,5,5,1,4,39
25015,4,4,2,13,3,12,1,5,2,7,39
25016,1,3,1,10,5,12,5,5,1,4,39
25017,1,3,2,10,5,12,4,5,1,2,39
25018,2,3,3,13,5,4,2,5,1,4,39
25019,3,6,2,9,3,4,1,5,2,7,39
25020,1,3,2,13,3,12,3,5,2,4,39
25021,5,3,2,13,3,4,1,5,2,6,39
25022,5,3,1,12,1,13,2,5,2,3,39
25023,7,3,2,10,7,12,2,5,1,3,27
25024,5,3,3,9,3,5,1,5,2,3,39
25025,6,3,3,11,3,3,1,5,2,5,39
25026,7,3,2,4,1,7,5,5,1,4,39
25027,3,3,2,9,3,3,1,3,2,4,39
25028,1,3,2,10,5,13,3,2,2,4,40
25029,2,5,1,10,3,3,1,5,2,4,39
25030,4,3,2,13,3,7,1,5,2,4,39
25031,6,5,1,9,1,12,2,3,2,6,39
25032,1,3,1,10,5,12,5,5,2,4,39
25033,1,3,2,9,6,12,5,5,1,4,39
25034,3,3,2,13,3,4,1,5,2,7,39
25035,3,3,2,13,5,12,2,2,1,5,3
25036,3,3,1,13,5,14,2,5,2,5,39
25037,3,3,3,12,2,1,6,5,1,4,39
25038,1,3,2,6,5,9,4,5,2,3,39
25039,3,3,2,9,3,3,1,5,2,7,39
25040,2,3,4,10,3,3,1,5,2,4,39
25041,4,3,1,10,1,7,2,5,1,4,39
25042,6,4,2,9,3,14,1,5,2,7,18
25043,2,3,3,10,5,5,3,5,1,7,39
25044,4,2,2,7,3,8,1,3,2,5,39
25045,3,3,2,13,3,3,1,5,2,5,39
25046,7,3,1,10,7,1,5,5,1,5,39
25047,1,3,1,10,5,10,3,2,1,2,35
25048,3,3,1,10,3,4,1,5,2,6,39
25049,4,6,1,9,3,4,6,5,1,4,39
25050,3,5,1,15,3,10,1,5,2,6,39
25051,2,6,2,13,5,10,2,5,2,7,39
25052,5,5,1,9,3,5,1,5,2,6,39
25053,4,3,1,4,5,8,4,5,2,6,39
25054,2,3,2,10,5,7,4,5,1,4,39
25055,4,3,2,9,5,6,3,5,2,4,39
25056,2,3,2,13,5,1,4,2,1,4,37
25057,3,5,1,6,3,4,1,5,2,5,39
25058,2,2,1,8,3,1,6,5,1,4,39
25059,6,3,2,6,3,14,1,5,2,4,33
25060,6,6,2,16,5,4,2,5,1,5,39
25061,4,3,2,10,1,6,2,5,2,3,39
25062,9,5,2,10,7,14,2,5,2,4,39
25063,3,3,2,9,1,1,4,5,1,4,39
25064,3,3,3,14,5,12,4,3,2,4,39
25065,3,5,1,9,1,5,2,5,2,5,39
25066,2,3,2,12,5,10,5,3,1,4,39
25067,5,4,1,11,3,4,1,5,2,4,12
25068,2,6,2,13,5,10,2,5,2,5,39
25069,4,2,2,12,3,5,1,5,2,3,39
25070,3,3,1,14,3,4,1,2,2,5,39
25071,3,3,2,2,5,8,3,4,1,4,8
25072,5,3,1,10,3,4,6,5,1,1,39
25073,4,2,2,9,3,14,1,5,2,4,39
25074,4,5,1,13,2,10,1,5,2,5,39
25075,4,3,1,9,3,6,1,5,2,4,39
25076,6,3,3,5,1,3,5,5,1,4,39
25077,3,3,2,4,3,7,1,5,2,4,39
25078,6,1,1,9,3,3,1,3,2,4,39
25079,2,3,2,9,1,13,2,5,1,5,39
25080,7,3,1,14,5,6,2,5,2,4,39
25081,2,3,2,13,3,12,1,5,2,6,39
25082,3,5,1,13,5,3,2,1,2,3,39
25083,2,3,2,9,3,3,1,5,2,5,39
25084,3,2,2,14,5,10,2,5,1,4,39
25085,3,3,2,13,5,4,2,5,2,4,39
25086,2,3,2,12,5,10,2,5,2,6,39
25087,3,2,2,14,5,10,2,5,2,4,39
25088,3,6,1,10,3,4,1,5,2,4,39
25089,3,3,1,9,3,3,1,5,2,5,39
25090,1,3,3,9,5,6,4,5,2,3,39
25091,1,3,2,11,5,3,4,5,2,4,39
25092,1,3,1,8,5,8,4,5,1,3,39
25093,3,3,1,13,1,12,2,5,1,4,39
25094,2,3,2,11,6,13,5,3,1,4,39
25095,2,3,2,12,5,3,2,5,2,7,39
25096,5,5,1,9,3,3,1,5,2,4,39
25097,3,1,2,9,3,1,1,5,2,4,39
25098,6,5,3,9,3,3,1,5,2,5,39
25099,3,3,2,3,3,7,1,5,2,4,26
25100,3,2,2,10,5,1,5,3,1,2,39
25101,5,3,2,13,3,12,1,5,2,5,39
25102,3,3,1,9,3,6,1,5,2,5,39
25103,4,3,2,14,5,10,2,5,2,4,39
25104,4,2,1,9,3,5,1,5,2,4,8
25105,2,6,1,14,3,10,6,5,1,5,39
25106,2,3,1,11,5,10,2,5,2,4,39
25107,5,4,1,9,3,5,1,5,2,4,39
25108,6,5,1,13,3,12,1,5,2,1,39
25109,6,3,2,6,1,8,5,3,1,5,39
25110,2,3,3,10,5,11,4,5,2,4,16
25111,4,3,2,13,3,13,1,5,2,3,39
25112,4,3,1,9,3,3,1,5,2,7,39
25113,6,3,1,13,3,4,1,5,2,5,39
25114,5,2,1,14,1,10,5,5,1,7,39
25115,3,3,1,15,3,10,1,5,2,5,39
25116,4,3,1,9,1,9,3,3,1,4,39
25117,3,3,2,10,3,4,6,5,1,4,39
25118,1,3,2,10,5,8,4,5,1,4,39
25119,6,3,1,10,3,4,1,5,2,5,39
25120,8,3,1,14,5,10,2,5,2,7,39
25121,5,2,1,10,1,1,2,5,1,4,39
25122,2,3,3,11,5,3,3,5,2,4,39
25123,3,3,1,13,3,10,1,5,2,7,39
25124,1,3,2,10,3,1,1,5,2,2,39
25125,1,3,2,9,5,12,5,5,1,4,39
25126,1,3,3,9,5,4,4,5,2,4,39
25127,4,3,1,13,3,10,1,5,2,5,39
25128,4,6,1,14,1,10,5,5,1,2,39
25129,7,3,2,9,1,1,2,2,1,4,24
25130,6,5,1,13,5,5,4,5,2,8,39
25131,4,6,1,9,1,10,2,5,2,4,39
25132,4,5,3,10,1,10,2,5,1,5,39
25133,2,3,1,9,5,6,2,5,2,5,39
25134,3,3,1,11,3,3,1,5,2,4,39
25135,4,3,2,13,3,10,1,5,2,5,39
25136,2,3,1,10,6,6,2,3,2,4,39
25137,2,3,1,10,5,1,2,5,1,7,39
25138,4,6,2,9,5,8,2,5,1,4,39
25139,1,6,3,9,5,12,2,3,1,3,39
25140,4,3,2,13,3,13,1,5,2,4,39
25141,5,3,1,11,3,4,6,5,1,5,39
25142,3,2,2,9,3,4,1,5,2,4,39
25143,7,3,2,1,7,9,3,5,1,4,13
25144,3,3,2,9,1,1,5,5,1,5,39
25145,4,2,2,9,1,6,2,5,2,4,39
25146,2,3,2,9,5,14,4,3,2,4,39
25147,3,5,2,9,3,3,1,5,2,4,39
25148,7,5,1,14,1,10,5,5,1,4,39
25149,1,3,2,10,5,1,2,5,1,5,39
25150,5,4,1,14,3,10,1,5,2,5,39
25151,2,3,1,13,3,4,1,5,2,7,39
25152,4,3,2,9,3,4,1,5,2,4,39
25153,1,3,1,10,5,8,3,5,1,4,39
25154,2,1,2,11,5,3,4,5,2,5,24
25155,5,3,1,4,3,14,1,5,2,7,2
25156,4,1,2,14,1,4,2,5,2,4,39
25157,4,4,1,14,3,12,1,5,2,5,39
25158,1,3,5,6,5,8,4,5,2,2,39
25159,6,3,2,4,3,4,1,5,2,4,39
25160,2,3,3,10,3,1,6,3,1,4,39
25161,5,3,3,14,6,7,5,2,1,5,19
25162,1,3,2,9,3,12,1,5,2,5,39
25163,5,5,3,9,6,8,5,5,1,2,39
25164,1,3,2,10,5,13,2,5,1,3,39
25165,3,5,1,9,3,3,1,5,2,4,39
25166,3,3,1,9,1,8,5,5,1,9,39
25167,5,3,1,9,1,14,2,5,2,4,39
25168,3,3,2,10,6,8,3,3,1,4,39
25169,3,3,2,9,1,3,2,5,2,4,39
25170,2,4,1,8,3,12,1,4,2,10,6
25171,3,2,2,10,3,3,1,5,2,4,39
25172,6,1,1,13,3,1,1,5,2,4,39
25173,3,3,2,7,1,3,4,5,2,5,39
25174,1,3,2,10,5,8,3,5,1,4,39
25175,2,5,2,10,5,7,2,3,2,4,39
25176,1,3,3,6,5,8,3,5,2,4,26
25177,1,3,3,6,5,8,4,5,2,2,39
25178,6,3,1,9,3,14,1,5,2,5,39
25179,2,3,2,9,1,1,4,5,1,4,39
25180,4,6,2,13,1,10,5,5,1,4,39
25181,4,5,2,10,5,10,2,5,2,4,39
25182,3,3,2,10,3,4,6,5,1,5,39
25183,6,3,2,2,3,8,1,5,2,4,26
25184,5,2,1,9,7,8,5,5,1,4,39
25185,6,5,1,10,3,5,1,5,2,7,39
25186,5,3,1,12,6,1,2,5,1,4,39
25187,1,3,2,11,5,1,4,5,1,4,39
25188,4,3,1,10,5,8,2,5,1,4,39
25189,2,3,1,13,5,4,2,5,1,5,39
25190,4,3,1,13,3,10,1,5,2,4,39
25191,3,3,1,10,3,6,1,5,2,4,39
25192,5,3,1,9,1,1,2,5,2,4,39
25193,4,3,1,9,6,7,5,3,1,4,39
25194,6,1,1,9,5,1,2,3,1,4,39
25195,2,1,1,13,5,4,2,3,2,4,39
25196,1,3,1,10,3,7,1,1,2,3,39
25197,4,3,2,13,5,10,2,5,1,5,39
25198,1,6,1,10,5,5,4,5,2,2,39
25199,3,3,1,9,3,4,1,5,2,4,39
25200,4,5,1,9,3,5,1,5,2,4,39
25201,6,1,1,13,3,4,1,5,2,4,39
25202,4,3,1,12,3,4,1,5,2,6,39
25203,2,3,1,13,3,3,1,2,2,4,40
25204,1,3,1,13,5,12,2,5,1,4,39
25205,4,3,1,9,3,4,6,5,1,4,39
25206,3,3,2,9,3,4,1,5,2,8,39
25207,3,3,1,10,3,12,1,5,2,5,39
25208,6,5,1,14,5,5,2,5,2,2,39
25209,3,3,1,15,3,10,1,5,2,5,39
25210,5,5,1,13,3,4,1,5,2,5,39
25211,3,2,1,10,3,11,1,5,2,10,39
25212,9,1,1,14,7,10,2,5,1,2,39
25213,6,2,2,9,1,6,2,3,1,3,39
25214,5,3,1,14,3,4,1,5,2,5,39
25215,5,3,2,6,3,8,1,3,2,4,39
25216,3,3,2,9,2,8,6,5,1,3,39
25217,5,3,2,9,3,14,1,5,2,4,39
25218,6,5,1,4,3,3,1,5,2,2,39
25219,1,3,2,9,5,14,4,5,2,4,39
25220,4,3,2,11,1,4,2,5,2,4,39
25221,1,3,5,13,5,12,2,5,1,4,39
25222,1,3,2,12,5,12,4,5,2,2,39
25223,4,3,2,13,3,4,1,5,2,4,39
25224,2,3,3,9,3,13,1,5,2,4,39
25225,2,3,2,9,3,12,1,5,2,4,39
25226,4,3,2,10,1,4,2,5,1,4,39
25227,3,2,1,1,5,1,4,3,1,3,39
25228,3,3,1,13,6,4,2,5,2,5,39
25229,2,3,2,10,5,12,2,3,1,4,39
25230,4,3,2,9,3,3,1,5,2,4,39
25231,2,3,4,10,5,12,4,3,2,4,39
25232,3,6,2,14,3,10,1,2,2,2,19
25233,4,3,2,14,1,10,5,5,1,4,39
25234,2,3,1,13,1,4,2,2,1,4,3
25235,6,6,1,14,3,4,1,5,2,5,39
25236,2,3,1,9,3,7,1,5,2,5,39
25237,2,3,1,10,5,13,4,3,2,3,39
25238,5,5,1,10,5,8,2,5,2,4,39
25239,5,3,1,13,7,10,5,5,1,4,39
25240,4,5,2,9,3,6,1,5,2,4,39
25241,1,3,1,10,5,1,4,5,1,3,39
25242,5,3,2,9,3,11,1,5,2,4,39
25243,3,6,1,13,5,10,3,5,2,4,39
25244,1,3,1,8,5,12,4,5,1,1,39
25245,7,3,2,9,3,13,1,5,2,4,39
25246,2,3,2,9,3,6,1,5,2,5,39
25247,7,3,1,13,7,8,2,5,2,2,39
25248,7,3,2,14,5,10,2,5,1,4,39
25249,2,2,2,9,3,11,6,5,1,4,39
25250,7,5,2,10,3,5,1,5,2,1,39
25251,2,3,1,6,5,8,5,5,1,2,39
25252,2,3,1,13,5,10,2,5,1,4,39
25253,4,3,2,10,3,14,1,5,2,5,39
25254,3,3,2,9,5,7,4,5,2,4,39
25255,2,5,1,9,5,5,4,5,2,7,39
25256,4,3,1,9,6,7,2,5,1,4,39
25257,2,3,2,10,5,4,2,5,2,5,16
25258,5,3,3,9,7,14,2,5,2,4,39
25259,7,5,2,9,3,8,1,3,2,2,39
25260,4,6,1,7,3,3,1,5,2,4,39
25261,2,3,1,9,5,8,4,5,1,4,39
25262,5,3,2,13,3,13,1,5,2,5,39
25263,3,3,1,13,3,7,1,4,2,4,7
25264,1,3,3,7,5,8,4,5,2,3,39
25265,2,3,2,9,3,1,1,5,2,5,39
25266,2,3,1,9,5,6,3,5,2,4,39
25267,4,5,2,9,3,4,1,5,2,2,39
25268,3,3,2,14,3,4,1,5,2,5,39
25269,4,1,3,10,3,4,1,3,2,4,39
25270,2,3,1,10,6,1,5,5,1,2,39
25271,5,3,1,9,3,10,1,5,2,4,39
25272,2,5,1,7,3,8,6,5,1,1,39
25273,4,3,1,13,5,12,4,5,2,4,39
25274,1,3,1,13,5,12,4,3,2,4,39
25275,6,3,1,13,3,4,1,4,2,4,19
25276,6,3,1,9,3,4,1,5,2,4,39
25277,2,3,2,12,5,3,2,5,2,3,39
25278,3,3,1,10,3,3,1,5,2,5,39
25279,2,5,1,9,3,4,1,5,2,5,39
25280,3,3,2,9,3,6,1,5,2,5,39
25281,3,3,4,9,3,3,1,5,2,4,39
25282,1,5,1,7,5,3,4,5,2,5,26
25283,2,3,2,13,3,10,1,5,2,7,39
25284,3,6,2,9,1,1,4,3,1,4,39
25285,4,4,1,12,3,12,1,5,2,5,39
25286,3,3,2,11,5,3,4,3,2,4,39
25287,3,3,2,7,5,6,4,3,2,4,39
25288,2,3,1,10,5,3,2,5,2,5,39
25289,5,3,2,10,3,10,1,5,2,3,39
25290,4,3,1,9,3,14,1,2,2,7,38
25291,2,3,2,10,7,1,5,5,1,4,39
25292,5,5,2,16,3,10,1,5,2,3,39
25293,3,3,3,8,5,7,2,3,1,5,39
25294,6,6,2,13,1,4,5,3,2,4,39
25295,5,5,2,4,3,8,1,5,2,8,22
25296,4,3,2,13,4,8,2,4,2,4,26
25297,4,3,2,11,1,13,2,5,1,3,39
25298,5,3,2,13,3,10,1,5,2,5,39
25299,2,3,2,13,5,1,4,2,1,5,25
25300,2,6,1,9,3,11,1,5,2,4,39
25301,4,3,1,6,5,8,5,3,1,4,39
25302,4,5,2,13,6,3,5,5,2,4,39
25303,1,3,1,9,5,8,2,5,1,4,39
25304,3,3,2,13,3,12,1,5,2,7,39
25305,5,3,1,9,3,3,1,5,2,4,39
25306,3,3,1,11,3,12,1,5,2,5,39
25307,3,3,2,11,6,11,2,5,1,4,39
25308,1,3,2,9,5,7,4,5,2,4,39
25309,2,3,1,10,5,12,2,5,2,5,39
25310,2,3,1,9,1,4,2,5,2,5,39
25311,2,3,2,14,3,10,6,2,1,4,17
25312,5,3,1,3,3,8,1,5,2,4,12
25313,4,3,3,13,3,12,1,5,2,5,11
25314,3,3,1,7,3,3,1,5,2,4,39
25315,6,1,1,13,3,1,1,5,2,4,39
25316,3,3,2,10,3,3,1,5,2,4,39
25317,2,5,1,9,3,1,1,5,2,4,39
25318,2,3,2,10,5,1,5,3,1,4,39
25319,3,3,1,9,3,8,6,2,1,4,35
25320,5,3,2,6,3,6,1,5,2,5,39
25321,4,3,2,10,1,3,2,5,2,7,39
